student_id,name,age,department,gpa
36864,Student_36864,22,Dept_4,7.0
36865,Student_36865,23,Dept_0,5.0
36866,Student_36866,24,Dept_1,5.5
36867,Student_36867,25,Dept_2,6.0
36868,Student_36868,26,Dept_3,6.5
36869,Student_36869,27,Dept_4,7.0
36870,Student_36870,18,Dept_0,5.0
36871,Student_36871,19,Dept_1,5.5
36872,Student_36872,20,Dept_2,6.0
36873,Student_36873,21,Dept_3,6.5
36874,Student_36874,22,Dept_4,7.0
36875,Student_36875,23,Dept_0,5.0
36876,Student_36876,24,Dept_1,5.5
36877,Student_36877,25,Dept_2,6.0
36878,Student_36878,26,Dept_3,6.5
36879,Student_36879,27,Dept_4,7.0
36880,Student_36880,18,Dept_0,5.0
36881,Student_36881,19,Dept_1,5.5
36882,Student_36882,20,Dept_2,6.0
36883,Student_36883,21,Dept_3,6.5
36884,Student_36884,22,Dept_4,7.0
36885,Student_36885,23,Dept_0,5.0
36886,Student_36886,24,Dept_1,5.5
36887,Student_36887,25,Dept_2,6.0
36888,Student_36888,26,Dept_3,6.5
36889,Student_36889,27,Dept_4,7.0
36890,Student_36890,18,Dept_0,5.0
36891,Student_36891,19,Dept_1,5.5
36892,Student_36892,20,Dept_2,6.0
36893,Student_36893,21,Dept_3,6.5
36894,Student_36894,22,Dept_4,7.0
36895,Student_36895,23,Dept_0,5.0
36896,Student_36896,24,Dept_1,5.5
36897,Student_36897,25,Dept_2,6.0
36898,Student_36898,26,Dept_3,6.5
36899,Student_36899,27,Dept_4,7.0
36900,Student_36900,18,Dept_0,5.0
36901,Student_36901,19,Dept_1,5.5
36902,Student_36902,20,Dept_2,6.0
36903,Student_36903,21,Dept_3,6.5
36904,Student_36904,22,Dept_4,7.0
36905,Student_36905,23,Dept_0,5.0
36906,Student_36906,24,Dept_1,5.5
36907,Student_36907,25,Dept_2,6.0
36908,Student_36908,26,Dept_3,6.5
36909,Student_36909,27,Dept_4,7.0
36910,Student_36910,18,Dept_0,5.0
36911,Student_36911,19,Dept_1,5.5
36912,Student_36912,20,Dept_2,6.0
36913,Student_36913,21,Dept_3,6.5
36914,Student_36914,22,Dept_4,7.0
36915,Student_36915,23,Dept_0,5.0
36916,Student_36916,24,Dept_1,5.5
36917,Student_36917,25,Dept_2,6.0
36918,Student_36918,26,Dept_3,6.5
36919,Student_36919,27,Dept_4,7.0
36920,Student_36920,18,Dept_0,5.0
36921,Student_36921,19,Dept_1,5.5
36922,Student_36922,20,Dept_2,6.0
36923,Student_36923,21,Dept_3,6.5
36924,Student_36924,22,Dept_4,7.0
36925,Student_36925,23,Dept_0,5.0
36926,Student_36926,24,Dept_1,5.5
36927,Student_36927,25,Dept_2,6.0
36928,Student_36928,26,Dept_3,6.5
36929,Student_36929,27,Dept_4,7.0
36930,Student_36930,18,Dept_0,5.0
36931,Student_36931,19,Dept_1,5.5
36932,Student_36932,20,Dept_2,6.0
36933,Student_36933,21,Dept_3,6.5
36934,Student_36934,22,Dept_4,7.0
36935,Student_36935,23,Dept_0,5.0
36936,Student_36936,24,Dept_1,5.5
36937,Student_36937,25,Dept_2,6.0
36938,Student_36938,26,Dept_3,6.5
36939,Student_36939,27,Dept_4,7.0
36940,Student_36940,18,Dept_0,5.0
36941,Student_36941,19,Dept_1,5.5
36942,Student_36942,20,Dept_2,6.0
36943,Student_36943,21,Dept_3,6.5
36944,Student_36944,22,Dept_4,7.0
36945,Student_36945,23,Dept_0,5.0
36946,Student_36946,24,Dept_1,5.5
36947,Student_36947,25,Dept_2,6.0
36948,Student_36948,26,Dept_3,6.5
36949,Student_36949,27,Dept_4,7.0
36950,Student_36950,18,Dept_0,5.0
36951,Student_36951,19,Dept_1,5.5
36952,Student_36952,20,Dept_2,6.0
36953,Student_36953,21,Dept_3,6.5
36954,Student_36954,22,Dept_4,7.0
36955,Student_36955,23,Dept_0,5.0
36956,Student_36956,24,Dept_1,5.5
36957,Student_36957,25,Dept_2,6.0
36958,Student_36958,26,Dept_3,6.5
36959,Student_36959,27,Dept_4,7.0
36960,Student_36960,18,Dept_0,5.0
36961,Student_36961,19,Dept_1,5.5
36962,Student_36962,20,Dept_2,6.0
36963,Student_36963,21,Dept_3,6.5
36964,Student_36964,22,Dept_4,7.0
36965,Student_36965,23,Dept_0,5.0
36966,Student_36966,24,Dept_1,5.5
36967,Student_36967,25,Dept_2,6.0
36968,Student_36968,26,Dept_3,6.5
36969,Student_36969,27,Dept_4,7.0
36970,Student_36970,18,Dept_0,5.0
36971,Student_36971,19,Dept_1,5.5
36972,Student_36972,20,Dept_2,6.0
36973,Student_36973,21,Dept_3,6.5
36974,Student_36974,22,Dept_4,7.0
36975,Student_36975,23,Dept_0,5.0
36976,Student_36976,24,Dept_1,5.5
36977,Student_36977,25,Dept_2,6.0
36978,Student_36978,26,Dept_3,6.5
36979,Student_36979,27,Dept_4,7.0
36980,Student_36980,18,Dept_0,5.0
36981,Student_36981,19,Dept_1,5.5
36982,Student_36982,20,Dept_2,6.0
36983,Student_36983,21,Dept_3,6.5
36984,Student_36984,22,Dept_4,7.0
36985,Student_36985,23,Dept_0,5.0
