student_id,name,age,department,gpa
50176,Student_50176,24,Dept_1,5.5
50177,Student_50177,25,Dept_2,6.0
50178,Student_50178,26,Dept_3,6.5
50179,Student_50179,27,Dept_4,7.0
50180,Student_50180,18,Dept_0,5.0
50181,Student_50181,19,Dept_1,5.5
50182,Student_50182,20,Dept_2,6.0
50183,Student_50183,21,Dept_3,6.5
50184,Student_50184,22,Dept_4,7.0
50185,Student_50185,23,Dept_0,5.0
50186,Student_50186,24,Dept_1,5.5
50187,Student_50187,25,Dept_2,6.0
50188,Student_50188,26,Dept_3,6.5
50189,Student_50189,27,Dept_4,7.0
50190,Student_50190,18,Dept_0,5.0
50191,Student_50191,19,Dept_1,5.5
50192,Student_50192,20,Dept_2,6.0
50193,Student_50193,21,Dept_3,6.5
50194,Student_50194,22,Dept_4,7.0
50195,Student_50195,23,Dept_0,5.0
50196,Student_50196,24,Dept_1,5.5
50197,Student_50197,25,Dept_2,6.0
50198,Student_50198,26,Dept_3,6.5
50199,Student_50199,27,Dept_4,7.0
50200,Student_50200,18,Dept_0,5.0
50201,Student_50201,19,Dept_1,5.5
50202,Student_50202,20,Dept_2,6.0
50203,Student_50203,21,Dept_3,6.5
50204,Student_50204,22,Dept_4,7.0
50205,Student_50205,23,Dept_0,5.0
50206,Student_50206,24,Dept_1,5.5
50207,Student_50207,25,Dept_2,6.0
50208,Student_50208,26,Dept_3,6.5
50209,Student_50209,27,Dept_4,7.0
50210,Student_50210,18,Dept_0,5.0
50211,Student_50211,19,Dept_1,5.5
50212,Student_50212,20,Dept_2,6.0
50213,Student_50213,21,Dept_3,6.5
50214,Student_50214,22,Dept_4,7.0
50215,Student_50215,23,Dept_0,5.0
50216,Student_50216,24,Dept_1,5.5
50217,Student_50217,25,Dept_2,6.0
50218,Student_50218,26,Dept_3,6.5
50219,Student_50219,27,Dept_4,7.0
50220,Student_50220,18,Dept_0,5.0
50221,Student_50221,19,Dept_1,5.5
50222,Student_50222,20,Dept_2,6.0
50223,Student_50223,21,Dept_3,6.5
50224,Student_50224,22,Dept_4,7.0
50225,Student_50225,23,Dept_0,5.0
50226,Student_50226,24,Dept_1,5.5
50227,Student_50227,25,Dept_2,6.0
50228,Student_50228,26,Dept_3,6.5
50229,Student_50229,27,Dept_4,7.0
50230,Student_50230,18,Dept_0,5.0
50231,Student_50231,19,Dept_1,5.5
50232,Student_50232,20,Dept_2,6.0
50233,Student_50233,21,Dept_3,6.5
50234,Student_50234,22,Dept_4,7.0
50235,Student_50235,23,Dept_0,5.0
50236,Student_50236,24,Dept_1,5.5
50237,Student_50237,25,Dept_2,6.0
50238,Student_50238,26,Dept_3,6.5
50239,Student_50239,27,Dept_4,7.0
50240,Student_50240,18,Dept_0,5.0
50241,Student_50241,19,Dept_1,5.5
50242,Student_50242,20,Dept_2,6.0
50243,Student_50243,21,Dept_3,6.5
50244,Student_50244,22,Dept_4,7.0
50245,Student_50245,23,Dept_0,5.0
50246,Student_50246,24,Dept_1,5.5
50247,Student_50247,25,Dept_2,6.0
50248,Student_50248,26,Dept_3,6.5
50249,Student_50249,27,Dept_4,7.0
50250,Student_50250,18,Dept_0,5.0
50251,Student_50251,19,Dept_1,5.5
50252,Student_50252,20,Dept_2,6.0
50253,Student_50253,21,Dept_3,6.5
50254,Student_50254,22,Dept_4,7.0
50255,Student_50255,23,Dept_0,5.0
50256,Student_50256,24,Dept_1,5.5
50257,Student_50257,25,Dept_2,6.0
50258,Student_50258,26,Dept_3,6.5
50259,Student_50259,27,Dept_4,7.0
50260,Student_50260,18,Dept_0,5.0
50261,Student_50261,19,Dept_1,5.5
50262,Student_50262,20,Dept_2,6.0
50263,Student_50263,21,Dept_3,6.5
50264,Student_50264,22,Dept_4,7.0
50265,Student_50265,23,Dept_0,5.0
50266,Student_50266,24,Dept_1,5.5
50267,Student_50267,25,Dept_2,6.0
50268,Student_50268,26,Dept_3,6.5
50269,Student_50269,27,Dept_4,7.0
50270,Student_50270,18,Dept_0,5.0
50271,Student_50271,19,Dept_1,5.5
50272,Student_50272,20,Dept_2,6.0
50273,Student_50273,21,Dept_3,6.5
50274,Student_50274,22,Dept_4,7.0
50275,Student_50275,23,Dept_0,5.0
50276,Student_50276,24,Dept_1,5.5
50277,Student_50277,25,Dept_2,6.0
50278,Student_50278,26,Dept_3,6.5
50279,Student_50279,27,Dept_4,7.0
50280,Student_50280,18,Dept_0,5.0
50281,Student_50281,19,Dept_1,5.5
50282,Student_50282,20,Dept_2,6.0
50283,Student_50283,21,Dept_3,6.5
50284,Student_50284,22,Dept_4,7.0
50285,Student_50285,23,Dept_0,5.0
50286,Student_50286,24,Dept_1,5.5
50287,Student_50287,25,Dept_2,6.0
50288,Student_50288,26,Dept_3,6.5
50289,Student_50289,27,Dept_4,7.0
50290,Student_50290,18,Dept_0,5.0
50291,Student_50291,19,Dept_1,5.5
50292,Student_50292,20,Dept_2,6.0
50293,Student_50293,21,Dept_3,6.5
50294,Student_50294,22,Dept_4,7.0
50295,Student_50295,23,Dept_0,5.0
50296,Student_50296,24,Dept_1,5.5
