student_id,name,age,department,gpa
12288,Student_12288,26,Dept_3,6.5
12289,Student_12289,27,Dept_4,7.0
12290,Student_12290,18,Dept_0,5.0
12291,Student_12291,19,Dept_1,5.5
12292,Student_12292,20,Dept_2,6.0
12293,Student_12293,21,Dept_3,6.5
12294,Student_12294,22,Dept_4,7.0
12295,Student_12295,23,Dept_0,5.0
12296,Student_12296,24,Dept_1,5.5
12297,Student_12297,25,Dept_2,6.0
12298,Student_12298,26,Dept_3,6.5
12299,Student_12299,27,Dept_4,7.0
12300,Student_12300,18,Dept_0,5.0
12301,Student_12301,19,Dept_1,5.5
12302,Student_12302,20,Dept_2,6.0
12303,Student_12303,21,Dept_3,6.5
12304,Student_12304,22,Dept_4,7.0
12305,Student_12305,23,Dept_0,5.0
12306,Student_12306,24,Dept_1,5.5
12307,Student_12307,25,Dept_2,6.0
12308,Student_12308,26,Dept_3,6.5
12309,Student_12309,27,Dept_4,7.0
12310,Student_12310,18,Dept_0,5.0
12311,Student_12311,19,Dept_1,5.5
12312,Student_12312,20,Dept_2,6.0
12313,Student_12313,21,Dept_3,6.5
12314,Student_12314,22,Dept_4,7.0
12315,Student_12315,23,Dept_0,5.0
12316,Student_12316,24,Dept_1,5.5
12317,Student_12317,25,Dept_2,6.0
12318,Student_12318,26,Dept_3,6.5
12319,Student_12319,27,Dept_4,7.0
12320,Student_12320,18,Dept_0,5.0
12321,Student_12321,19,Dept_1,5.5
12322,Student_12322,20,Dept_2,6.0
12323,Student_12323,21,Dept_3,6.5
12324,Student_12324,22,Dept_4,7.0
12325,Student_12325,23,Dept_0,5.0
12326,Student_12326,24,Dept_1,5.5
12327,Student_12327,25,Dept_2,6.0
12328,Student_12328,26,Dept_3,6.5
12329,Student_12329,27,Dept_4,7.0
12330,Student_12330,18,Dept_0,5.0
12331,Student_12331,19,Dept_1,5.5
12332,Student_12332,20,Dept_2,6.0
12333,Student_12333,21,Dept_3,6.5
12334,Student_12334,22,Dept_4,7.0
12335,Student_12335,23,Dept_0,5.0
12336,Student_12336,24,Dept_1,5.5
12337,Student_12337,25,Dept_2,6.0
12338,Student_12338,26,Dept_3,6.5
12339,Student_12339,27,Dept_4,7.0
12340,Student_12340,18,Dept_0,5.0
12341,Student_12341,19,Dept_1,5.5
12342,Student_12342,20,Dept_2,6.0
12343,Student_12343,21,Dept_3,6.5
12344,Student_12344,22,Dept_4,7.0
12345,Student_12345,23,Dept_0,5.0
12346,Student_12346,24,Dept_1,5.5
12347,Student_12347,25,Dept_2,6.0
12348,Student_12348,26,Dept_3,6.5
12349,Student_12349,27,Dept_4,7.0
12350,Student_12350,18,Dept_0,5.0
12351,Student_12351,19,Dept_1,5.5
12352,Student_12352,20,Dept_2,6.0
12353,Student_12353,21,Dept_3,6.5
12354,Student_12354,22,Dept_4,7.0
12355,Student_12355,23,Dept_0,5.0
12356,Student_12356,24,Dept_1,5.5
12357,Student_12357,25,Dept_2,6.0
12358,Student_12358,26,Dept_3,6.5
12359,Student_12359,27,Dept_4,7.0
12360,Student_12360,18,Dept_0,5.0
12361,Student_12361,19,Dept_1,5.5
12362,Student_12362,20,Dept_2,6.0
12363,Student_12363,21,Dept_3,6.5
12364,Student_12364,22,Dept_4,7.0
12365,Student_12365,23,Dept_0,5.0
12366,Student_12366,24,Dept_1,5.5
12367,Student_12367,25,Dept_2,6.0
12368,Student_12368,26,Dept_3,6.5
12369,Student_12369,27,Dept_4,7.0
12370,Student_12370,18,Dept_0,5.0
12371,Student_12371,19,Dept_1,5.5
12372,Student_12372,20,Dept_2,6.0
12373,Student_12373,21,Dept_3,6.5
12374,Student_12374,22,Dept_4,7.0
12375,Student_12375,23,Dept_0,5.0
12376,Student_12376,24,Dept_1,5.5
12377,Student_12377,25,Dept_2,6.0
12378,Student_12378,26,Dept_3,6.5
12379,Student_12379,27,Dept_4,7.0
12380,Student_12380,18,Dept_0,5.0
12381,Student_12381,19,Dept_1,5.5
12382,Student_12382,20,Dept_2,6.0
12383,Student_12383,21,Dept_3,6.5
12384,Student_12384,22,Dept_4,7.0
12385,Student_12385,23,Dept_0,5.0
12386,Student_12386,24,Dept_1,5.5
12387,Student_12387,25,Dept_2,6.0
12388,Student_12388,26,Dept_3,6.5
12389,Student_12389,27,Dept_4,7.0
12390,Student_12390,18,Dept_0,5.0
12391,Student_12391,19,Dept_1,5.5
12392,Student_12392,20,Dept_2,6.0
12393,Student_12393,21,Dept_3,6.5
12394,Student_12394,22,Dept_4,7.0
12395,Student_12395,23,Dept_0,5.0
12396,Student_12396,24,Dept_1,5.5
12397,Student_12397,25,Dept_2,6.0
12398,Student_12398,26,Dept_3,6.5
12399,Student_12399,27,Dept_4,7.0
12400,Student_12400,18,Dept_0,5.0
12401,Student_12401,19,Dept_1,5.5
12402,Student_12402,20,Dept_2,6.0
12403,Student_12403,21,Dept_3,6.5
12404,Student_12404,22,Dept_4,7.0
12405,Student_12405,23,Dept_0,5.0
12406,Student_12406,24,Dept_1,5.5
12407,Student_12407,25,Dept_2,6.0
12408,Student_12408,26,Dept_3,6.5
12409,Student_12409,27,Dept_4,7.0
12410,Student_12410,18,Dept_0,5.0
12411,Student_12411,19,Dept_1,5.5
12412,Student_12412,20,Dept_2,6.0
12413,Student_12413,21,Dept_3,6.5
12414,Student_12414,22,Dept_4,7.0
12415,Student_12415,23,Dept_0,5.0
12416,Student_12416,24,Dept_1,5.5
12417,Student_12417,25,Dept_2,6.0
12418,Student_12418,26,Dept_3,6.5
12419,Student_12419,27,Dept_4,7.0
12420,Student_12420,18,Dept_0,5.0
12421,Student_12421,19,Dept_1,5.5
12422,Student_12422,20,Dept_2,6.0
12423,Student_12423,21,Dept_3,6.5
12424,Student_12424,22,Dept_4,7.0
12425,Student_12425,23,Dept_0,5.0
12426,Student_12426,24,Dept_1,5.5
12427,Student_12427,25,Dept_2,6.0
12428,Student_12428,26,Dept_3,6.5
12429,Student_12429,27,Dept_4,7.0
12430,Student_12430,18,Dept_0,5.0
12431,Student_12431,19,Dept_1,5.5
12432,Student_12432,20,Dept_2,6.0
12433,Student_12433,21,Dept_3,6.5
12434,Student_12434,22,Dept_4,7.0
12435,Student_12435,23,Dept_0,5.0
12436,Student_12436,24,Dept_1,5.5
12437,Student_12437,25,Dept_2,6.0
12438,Student_12438,26,Dept_3,6.5
