student_id,name,age,department,gpa
0,Student_0,18,Dept_0,5.0
1,Student_1,19,Dept_1,5.5
2,Student_2,20,Dept_2,6.0
3,Student_3,21,Dept_3,6.5
4,Student_4,22,Dept_4,7.0
5,Student_5,23,Dept_0,5.0
6,Student_6,24,Dept_1,5.5
7,Student_7,25,Dept_2,6.0
8,Student_8,26,Dept_3,6.5
9,Student_9,27,Dept_4,7.0
10,Student_10,18,Dept_0,5.0
11,Student_11,19,Dept_1,5.5
12,Student_12,20,Dept_2,6.0
13,Student_13,21,Dept_3,6.5
14,Student_14,22,Dept_4,7.0
15,Student_15,23,Dept_0,5.0
16,Student_16,24,Dept_1,5.5
17,Student_17,25,Dept_2,6.0
18,Student_18,26,Dept_3,6.5
19,Student_19,27,Dept_4,7.0
20,Student_20,18,Dept_0,5.0
21,Student_21,19,Dept_1,5.5
22,Student_22,20,Dept_2,6.0
23,Student_23,21,Dept_3,6.5
24,Student_24,22,Dept_4,7.0
25,Student_25,23,Dept_0,5.0
26,Student_26,24,Dept_1,5.5
27,Student_27,25,Dept_2,6.0
28,Student_28,26,Dept_3,6.5
29,Student_29,27,Dept_4,7.0
30,Student_30,18,Dept_0,5.0
31,Student_31,19,Dept_1,5.5
32,Student_32,20,Dept_2,6.0
33,Student_33,21,Dept_3,6.5
34,Student_34,22,Dept_4,7.0
35,Student_35,23,Dept_0,5.0
36,Student_36,24,Dept_1,5.5
37,Student_37,25,Dept_2,6.0
38,Student_38,26,Dept_3,6.5
39,Student_39,27,Dept_4,7.0
40,Student_40,18,Dept_0,5.0
41,Student_41,19,Dept_1,5.5
42,Student_42,20,Dept_2,6.0
43,Student_43,21,Dept_3,6.5
44,Student_44,22,Dept_4,7.0
45,Student_45,23,Dept_0,5.0
46,Student_46,24,Dept_1,5.5
47,Student_47,25,Dept_2,6.0
48,Student_48,26,Dept_3,6.5
49,Student_49,27,Dept_4,7.0
50,Student_50,18,Dept_0,5.0
51,Student_51,19,Dept_1,5.5
52,Student_52,20,Dept_2,6.0
53,Student_53,21,Dept_3,6.5
54,Student_54,22,Dept_4,7.0
55,Student_55,23,Dept_0,5.0
56,Student_56,24,Dept_1,5.5
57,Student_57,25,Dept_2,6.0
58,Student_58,26,Dept_3,6.5
59,Student_59,27,Dept_4,7.0
60,Student_60,18,Dept_0,5.0
61,Student_61,19,Dept_1,5.5
62,Student_62,20,Dept_2,6.0
63,Student_63,21,Dept_3,6.5
64,Student_64,22,Dept_4,7.0
65,Student_65,23,Dept_0,5.0
66,Student_66,24,Dept_1,5.5
67,Student_67,25,Dept_2,6.0
68,Student_68,26,Dept_3,6.5
69,Student_69,27,Dept_4,7.0
70,Student_70,18,Dept_0,5.0
71,Student_71,19,Dept_1,5.5
72,Student_72,20,Dept_2,6.0
73,Student_73,21,Dept_3,6.5
74,Student_74,22,Dept_4,7.0
75,Student_75,23,Dept_0,5.0
76,Student_76,24,Dept_1,5.5
77,Student_77,25,Dept_2,6.0
78,Student_78,26,Dept_3,6.5
79,Student_79,27,Dept_4,7.0
80,Student_80,18,Dept_0,5.0
81,Student_81,19,Dept_1,5.5
82,Student_82,20,Dept_2,6.0
83,Student_83,21,Dept_3,6.5
84,Student_84,22,Dept_4,7.0
85,Student_85,23,Dept_0,5.0
86,Student_86,24,Dept_1,5.5
87,Student_87,25,Dept_2,6.0
88,Student_88,26,Dept_3,6.5
89,Student_89,27,Dept_4,7.0
90,Student_90,18,Dept_0,5.0
91,Student_91,19,Dept_1,5.5
92,Student_92,20,Dept_2,6.0
93,Student_93,21,Dept_3,6.5
94,Student_94,22,Dept_4,7.0
95,Student_95,23,Dept_0,5.0
96,Student_96,24,Dept_1,5.5
97,Student_97,25,Dept_2,6.0
98,Student_98,26,Dept_3,6.5
99,Student_99,27,Dept_4,7.0
100,Student_100,18,Dept_0,5.0
101,Student_101,19,Dept_1,5.5
102,Student_102,20,Dept_2,6.0
103,Student_103,21,Dept_3,6.5
104,Student_104,22,Dept_4,7.0
105,Student_105,23,Dept_0,5.0
106,Student_106,24,Dept_1,5.5
107,Student_107,25,Dept_2,6.0
108,Student_108,26,Dept_3,6.5
109,Student_109,27,Dept_4,7.0
110,Student_110,18,Dept_0,5.0
111,Student_111,19,Dept_1,5.5
112,Student_112,20,Dept_2,6.0
113,Student_113,21,Dept_3,6.5
114,Student_114,22,Dept_4,7.0
115,Student_115,23,Dept_0,5.0
116,Student_116,24,Dept_1,5.5
117,Student_117,25,Dept_2,6.0
118,Student_118,26,Dept_3,6.5
119,Student_119,27,Dept_4,7.0
120,Student_120,18,Dept_0,5.0
121,Student_121,19,Dept_1,5.5
122,Student_122,20,Dept_2,6.0
123,Student_123,21,Dept_3,6.5
124,Student_124,22,Dept_4,7.0
125,Student_125,23,Dept_0,5.0
126,Student_126,24,Dept_1,5.5
127,Student_127,25,Dept_2,6.0
128,Student_128,26,Dept_3,6.5
129,Student_129,27,Dept_4,7.0
130,Student_130,18,Dept_0,5.0
131,Student_131,19,Dept_1,5.5
132,Student_132,20,Dept_2,6.0
133,Student_133,21,Dept_3,6.5
134,Student_134,22,Dept_4,7.0
135,Student_135,23,Dept_0,5.0
136,Student_136,24,Dept_1,5.5
137,Student_137,25,Dept_2,6.0
138,Student_138,26,Dept_3,6.5
139,Student_139,27,Dept_4,7.0
140,Student_140,18,Dept_0,5.0
141,Student_141,19,Dept_1,5.5
142,Student_142,20,Dept_2,6.0
143,Student_143,21,Dept_3,6.5
144,Student_144,22,Dept_4,7.0
145,Student_145,23,Dept_0,5.0
146,Student_146,24,Dept_1,5.5
147,Student_147,25,Dept_2,6.0
148,Student_148,26,Dept_3,6.5
149,Student_149,27,Dept_4,7.0
150,Student_150,18,Dept_0,5.0
151,Student_151,19,Dept_1,5.5
152,Student_152,20,Dept_2,6.0
153,Student_153,21,Dept_3,6.5
154,Student_154,22,Dept_4,7.0
155,Student_155,23,Dept_0,5.0
156,Student_156,24,Dept_1,5.5
157,Student_157,25,Dept_2,6.0
158,Student_158,26,Dept_3,6.5
159,Student_159,27,Dept_4,7.0
160,Student_160,18,Dept_0,5.0
161,Student_161,19,Dept_1,5.5
162,Student_162,20,Dept_2,6.0
163,Student_163,21,Dept_3,6.5
164,Student_164,22,Dept_4,7.0
165,Student_165,23,Dept_0,5.0
166,Student_166,24,Dept_1,5.5
167,Student_167,25,Dept_2,6.0
168,Student_168,26,Dept_3,6.5
169,Student_169,27,Dept_4,7.0
170,Student_170,18,Dept_0,5.0
171,Student_171,19,Dept_1,5.5
172,Student_172,20,Dept_2,6.0
173,Student_173,21,Dept_3,6.5
174,Student_174,22,Dept_4,7.0
175,Student_175,23,Dept_0,5.0
176,Student_176,24,Dept_1,5.5
177,Student_177,25,Dept_2,6.0
178,Student_178,26,Dept_3,6.5
179,Student_179,27,Dept_4,7.0
180,Student_180,18,Dept_0,5.0
181,Student_181,19,Dept_1,5.5
182,Student_182,20,Dept_2,6.0
183,Student_183,21,Dept_3,6.5
184,Student_184,22,Dept_4,7.0
185,Student_185,23,Dept_0,5.0
186,Student_186,24,Dept_1,5.5
187,Student_187,25,Dept_2,6.0
188,Student_188,26,Dept_3,6.5
189,Student_189,27,Dept_4,7.0
190,Student_190,18,Dept_0,5.0
191,Student_191,19,Dept_1,5.5
192,Student_192,20,Dept_2,6.0
193,Student_193,21,Dept_3,6.5
194,Student_194,22,Dept_4,7.0
195,Student_195,23,Dept_0,5.0
196,Student_196,24,Dept_1,5.5
197,Student_197,25,Dept_2,6.0
198,Student_198,26,Dept_3,6.5
199,Student_199,27,Dept_4,7.0
200,Student_200,18,Dept_0,5.0
201,Student_201,19,Dept_1,5.5
202,Student_202,20,Dept_2,6.0
203,Student_203,21,Dept_3,6.5
204,Student_204,22,Dept_4,7.0
205,Student_205,23,Dept_0,5.0
206,Student_206,24,Dept_1,5.5
207,Student_207,25,Dept_2,6.0
208,Student_208,26,Dept_3,6.5
209,Student_209,27,Dept_4,7.0
210,Student_210,18,Dept_0,5.0
211,Student_211,19,Dept_1,5.5
212,Student_212,20,Dept_2,6.0
213,Student_213,21,Dept_3,6.5
214,Student_214,22,Dept_4,7.0
215,Student_215,23,Dept_0,5.0
216,Student_216,24,Dept_1,5.5
217,Student_217,25,Dept_2,6.0
218,Student_218,26,Dept_3,6.5
219,Student_219,27,Dept_4,7.0
220,Student_220,18,Dept_0,5.0
221,Student_221,19,Dept_1,5.5
222,Student_222,20,Dept_2,6.0
223,Student_223,21,Dept_3,6.5
224,Student_224,22,Dept_4,7.0
225,Student_225,23,Dept_0,5.0
226,Student_226,24,Dept_1,5.5
227,Student_227,25,Dept_2,6.0
228,Student_228,26,Dept_3,6.5
229,Student_229,27,Dept_4,7.0
230,Student_230,18,Dept_0,5.0
231,Student_231,19,Dept_1,5.5
232,Student_232,20,Dept_2,6.0
233,Student_233,21,Dept_3,6.5
234,Student_234,22,Dept_4,7.0
235,Student_235,23,Dept_0,5.0
236,Student_236,24,Dept_1,5.5
237,Student_237,25,Dept_2,6.0
238,Student_238,26,Dept_3,6.5
239,Student_239,27,Dept_4,7.0
240,Student_240,18,Dept_0,5.0
241,Student_241,19,Dept_1,5.5
242,Student_242,20,Dept_2,6.0
243,Student_243,21,Dept_3,6.5
244,Student_244,22,Dept_4,7.0
245,Student_245,23,Dept_0,5.0
246,Student_246,24,Dept_1,5.5
247,Student_247,25,Dept_2,6.0
248,Student_248,26,Dept_3,6.5
249,Student_249,27,Dept_4,7.0
250,Student_250,18,Dept_0,5.0
251,Student_251,19,Dept_1,5.5
252,Student_252,20,Dept_2,6.0
253,Student_253,21,Dept_3,6.5
254,Student_254,22,Dept_4,7.0
255,Student_255,23,Dept_0,5.0
256,Student_256,24,Dept_1,5.5
257,Student_257,25,Dept_2,6.0
258,Student_258,26,Dept_3,6.5
259,Student_259,27,Dept_4,7.0
260,Student_260,18,Dept_0,5.0
261,Student_261,19,Dept_1,5.5
262,Student_262,20,Dept_2,6.0
263,Student_263,21,Dept_3,6.5
264,Student_264,22,Dept_4,7.0
265,Student_265,23,Dept_0,5.0
266,Student_266,24,Dept_1,5.5
267,Student_267,25,Dept_2,6.0
268,Student_268,26,Dept_3,6.5
269,Student_269,27,Dept_4,7.0
270,Student_270,18,Dept_0,5.0
271,Student_271,19,Dept_1,5.5
272,Student_272,20,Dept_2,6.0
273,Student_273,21,Dept_3,6.5
274,Student_274,22,Dept_4,7.0
275,Student_275,23,Dept_0,5.0
276,Student_276,24,Dept_1,5.5
277,Student_277,25,Dept_2,6.0
278,Student_278,26,Dept_3,6.5
279,Student_279,27,Dept_4,7.0
280,Student_280,18,Dept_0,5.0
281,Student_281,19,Dept_1,5.5
282,Student_282,20,Dept_2,6.0
283,Student_283,21,Dept_3,6.5
284,Student_284,22,Dept_4,7.0
285,Student_285,23,Dept_0,5.0
286,Student_286,24,Dept_1,5.5
287,Student_287,25,Dept_2,6.0
288,Student_288,26,Dept_3,6.5
289,Student_289,27,Dept_4,7.0
290,Student_290,18,Dept_0,5.0
291,Student_291,19,Dept_1,5.5
292,Student_292,20,Dept_2,6.0
293,Student_293,21,Dept_3,6.5
294,Student_294,22,Dept_4,7.0
295,Student_295,23,Dept_0,5.0
296,Student_296,24,Dept_1,5.5
297,Student_297,25,Dept_2,6.0
298,Student_298,26,Dept_3,6.5
299,Student_299,27,Dept_4,7.0
300,Student_300,18,Dept_0,5.0
301,Student_301,19,Dept_1,5.5
302,Student_302,20,Dept_2,6.0
303,Student_303,21,Dept_3,6.5
304,Student_304,22,Dept_4,7.0
305,Student_305,23,Dept_0,5.0
306,Student_306,24,Dept_1,5.5
307,Student_307,25,Dept_2,6.0
308,Student_308,26,Dept_3,6.5
309,Student_309,27,Dept_4,7.0
310,Student_310,18,Dept_0,5.0
311,Student_311,19,Dept_1,5.5
312,Student_312,20,Dept_2,6.0
313,Student_313,21,Dept_3,6.5
314,Student_314,22,Dept_4,7.0
315,Student_315,23,Dept_0,5.0
316,Student_316,24,Dept_1,5.5
